index,Player,Summary_#,Nation,Summary_Pos,Age,Min,Summary_Gls,Summary_Ast,Summary_PK,Summary_PKatt,Summary_Sh,Summary_SoT,Summary_CrdY,Summary_CrdR,Summary_Touches,Summary_Tkl,Summary_Int,Summary_Blocks,Summary_xG,Summary_npxG,Summary_xAG,Summary_SCA,Summary_GCA,Summary_Cmp,Summary_pass_Att,Summary_Cmp%,Summary_PrgP,Summary_Carries,Summary_PrgC,Summary_takes_on_Att,Summary_Succ,Passing_#,Passing_Pos,Passing_total_Cmp,Passing_total_Att,Passing_total_Cmp%,Passing_TotDist,Passing_PrgDist,Passing_short_Cmp,Passing_short_Att,Passing_short_Cmp%,Passing_medium_Cmp,Passing_medium_Att,Passing_medium_Cmp%,Passing_long_Cmp,Passing_long_Att,Passing_long_Cmp%,Passing_Ast,Passing_xAG,Passing_xA,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Passing_PrgP,Pass_Types_#,Pass_Types_Pos,Pass_Types_Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Pass_Types_In,Pass_Types_Out,Pass_Types_Str,Pass_Types_Cmp,Pass_Types_Off,Pass_Types_Blocks,Defensive_Actions_#,Defensive_Actions_Pos,Defensive_Actions_total_Tkl,Defensive_Actions_TklW,Defensive_Actions_Def 3rd,Defensive_Actions_Mid 3rd,Defensive_Actions_Att 3rd,Defensive_Actions_dribblers_Tkl,Defensive_Actions_Att,Defensive_Actions_Tkl%,Defensive_Actions_Lost,Defensive_Actions_Blocks,Defensive_Actions_Sh,Defensive_Actions_Pass,Defensive_Actions_Int,Defensive_Actions_Tkl+Int,Defensive_Actions_Clr,Defensive_Actions_Err,Possession_#,Possession_Pos,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Live,Possession_Att,Possession_Succ,Possession_Succ%,Possession_Tkld,Possession_Tkld%,Possession_Carries,Possession_TotDist,Possession_PrgDist,Possession_PrgC,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Possession_PrgR,Miscellaneous_Stats_#,Miscellaneous_Stats_Pos,Miscellaneous_Stats_CrdY,Miscellaneous_Stats_CrdR,Miscellaneous_Stats_2CrdY,Miscellaneous_Stats_Fls,Miscellaneous_Stats_Fld,Miscellaneous_Stats_Off,Miscellaneous_Stats_Crs,Miscellaneous_Stats_Int,Miscellaneous_Stats_TklW,Miscellaneous_Stats_PKwon,Miscellaneous_Stats_PKcon,Miscellaneous_Stats_OG,Miscellaneous_Stats_Recov,Miscellaneous_Stats_Won,Miscellaneous_Stats_Lost,Miscellaneous_Stats_Won%,Goalkeeping_SoTA,Goalkeeping_GA,Goalkeeping_Saves,Goalkeeping_Save%,Goalkeeping_PSxG,Goalkeeping_Cmp,Goalkeeping_Att,Goalkeeping_Cmp%,Goalkeeping_Att (GK),Goalkeeping_Thr,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Att,Goalkeeping_Launch%,Goalkeeping_AvgLen,Goalkeeping_Opp,Goalkeeping_Stp,Goalkeeping_Stp%,Goalkeeping_#OPA,Goalkeeping_AvgDist,home,game_id
5,Joe Scally,29.0,us USA,FW,20-273,19,0,0,0,0,1,0,0,0,15,1,0,1,0.0,0.0,0.0,2,0,6,10,60.0,1,5,0,0,0,29.0,FW,6,10,60.0,129,93,1,4,25.0,4,4,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,29.0,FW,10,5,5,0,0,0,0,5,0,0,0,0,6,0,1,29.0,FW,1,0,0,0,1,1,1,100.0,0,1,0,1,0,1,1,0,29.0,FW,15,2,6,3,6,0,15,0,0,,0,,5,19,8,0,0,0,0,0,2,0,29.0,FW,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0.0,,,,,,,,,,,,,,,,,,,,,0,49
6,Jordan Pefok,13.0,us USA,FW,27-157,63,0,1,0,0,2,2,0,0,30,0,0,2,0.4,0.4,0.2,7,1,14,16,87.5,2,19,2,2,2,13.0,FW,14,16,87.5,187,52,10,11,90.9,4,5,80.0,0,0,,1,0.2,0.2,3,1,0,0,2,13.0,FW,16,16,0,0,0,0,0,0,0,0,0,0,14,0,0,13.0,FW,0,0,0,0,0,0,0,,0,2,1,1,0,0,3,0,13.0,FW,30,3,4,17,9,5,30,2,2,100.0,0,0.0,19,106,54,2,1,1,0,2,20,3,13.0,FW,0,0,0,2,3,0,0,0,0,0,0,0,3,3,6,33.3,,,,,,,,,,,,,,,,,,,,,0,49
7,Julian Weigl,8.0,de GER,CM,28-022,90,0,0,0,0,0,0,0,0,37,4,1,1,0.0,0.0,0.0,0,0,18,25,72.0,1,13,0,0,0,8.0,CM,18,25,72.0,311,136,8,11,72.7,7,8,87.5,2,4,50.0,0,0.0,0.0,0,2,1,0,1,8.0,CM,25,23,1,1,0,0,0,0,0,0,0,0,18,1,0,8.0,CM,4,2,2,2,0,1,1,100.0,0,1,1,0,1,5,5,0,8.0,CM,37,5,20,15,4,0,37,0,0,,0,,13,48,9,0,0,0,1,0,12,0,8.0,CM,0,0,0,3,0,0,0,1,2,0,0,0,6,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,49
8,Ko Itakura,3.0,jp JPN,CB,26-246,90,0,0,0,0,1,0,1,0,32,2,3,1,0.0,0.0,0.0,0,0,10,17,58.8,1,11,0,0,0,3.0,CB,10,17,58.8,259,221,2,2,100.0,5,8,62.5,3,7,42.9,0,0.0,0.0,0,1,0,0,1,3.0,CB,17,17,0,0,0,0,0,0,0,0,0,0,10,0,0,3.0,CB,2,2,2,0,0,2,2,100.0,0,1,1,0,3,5,7,0,3.0,CB,32,13,26,5,1,1,32,0,0,,0,,11,48,12,0,0,0,0,0,7,0,3.0,CB,1,0,0,1,0,0,0,3,2,0,0,0,6,2,6,25.0,,,,,,,,,,,,,,,,,,,,,0,49
9,Luca Netz,20.0,de GER,WB,20-138,90,0,0,0,0,5,1,0,0,51,1,0,2,0.3,0.3,0.0,5,1,24,34,70.6,4,25,2,2,1,20.0,WB,24,34,70.6,430,249,11,14,78.6,11,12,91.7,2,8,25.0,0,0.0,0.1,1,1,1,0,4,20.0,WB,34,30,4,1,0,0,1,3,0,0,0,0,24,0,0,20.0,WB,1,0,1,0,0,0,1,0.0,1,2,1,1,0,1,4,0,20.0,WB,51,6,22,11,18,5,51,2,1,50.0,0,0.0,25,92,40,2,1,2,2,0,24,3,20.0,WB,0,0,0,1,2,0,1,0,0,0,0,0,8,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,49
10,Marvin Friedrich,5.0,de GER,CB,27-291,27,0,0,0,0,0,0,0,0,13,0,0,0,0.0,0.0,0.0,0,0,4,8,50.0,0,1,0,0,0,5.0,CB,4,8,50.0,73,29,2,3,66.7,2,3,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,0,5.0,CB,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,5.0,CB,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,5.0,CB,13,3,9,4,0,0,13,0,0,,0,,1,17,0,0,0,0,0,0,1,0,5.0,CB,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,60.0,,,,,,,,,,,,,,,,,,,,,0,49
11,Maximilian Wöber,39.0,at AUT,CB,25-238,90,0,1,0,0,2,0,0,0,49,0,0,1,0.1,0.1,0.4,3,1,22,34,64.7,6,13,0,0,0,39.0,CB,22,34,64.7,486,327,8,11,72.7,8,13,61.5,6,10,60.0,1,0.4,0.1,2,2,1,0,6,39.0,CB,34,28,6,3,0,1,0,3,0,0,0,0,22,0,0,39.0,CB,0,0,0,0,0,0,0,,0,1,1,0,0,0,10,0,39.0,CB,49,12,32,11,6,3,49,0,0,,0,,13,40,12,0,0,0,0,0,14,1,39.0,CB,0,0,0,0,0,1,0,0,0,0,0,0,9,7,3,70.0,,,,,,,,,,,,,,,,,,,,,0,49
12,Moritz Nicolas,33.0,de GER,GK,25-344,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,1,0,18,41,43.9,0,15,0,0,0,33.0,GK,18,41,43.9,654,484,1,1,100.0,6,6,100.0,11,34,32.4,0,0.0,0.0,0,1,0,0,0,33.0,GK,41,19,22,3,0,0,0,0,0,0,0,0,18,0,0,33.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,33.0,GK,42,36,42,0,0,0,42,0,0,,0,,15,101,45,0,0,0,0,0,8,0,33.0,GK,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,4.0,1.0,3.0,75.0,1.0,6.0,28.0,21.4,22.0,2.0,63.6,45.6,19.0,73.7,56.6,30.0,0.0,0.0,0.0,14.0,0,49
13,Nico Elvedi,30.0,ch SUI,CB,27-000,63,0,0,0,0,0,0,0,0,35,0,2,0,0.0,0.0,0.0,0,0,14,28,50.0,1,10,1,0,0,30.0,CB,14,28,50.0,267,161,6,10,60.0,4,8,50.0,4,9,44.4,0,0.0,0.0,0,0,0,0,1,30.0,CB,28,27,1,1,0,0,0,0,0,0,0,0,14,0,0,30.0,CB,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,0,30.0,CB,35,7,23,11,1,0,35,0,0,,0,,10,49,20,1,0,0,0,0,9,0,30.0,CB,0,0,0,0,0,0,0,2,0,0,0,0,6,6,2,75.0,,,,,,,,,,,,,,,,,,,,,0,49
14,Rocco Reitz,27.0,de GER,CM,21-124,89,0,0,0,0,1,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,10,19,52.6,1,13,2,4,1,27.0,CM,10,19,52.6,216,69,3,3,100.0,6,10,60.0,1,3,33.3,0,0.0,0.0,0,0,0,0,1,27.0,CM,19,15,3,1,0,1,1,0,0,0,0,0,10,1,2,27.0,CM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,27.0,CM,33,5,11,11,11,0,33,4,1,25.0,3,75.0,13,82,62,2,2,0,1,0,16,4,27.0,CM,0,0,0,0,1,0,1,0,0,0,0,0,2,0,4,0.0,,,,,,,,,,,,,,,,,,,,,0,49
15,Tomáš Čvančara,31.0,cz CZE,FW,23-048,27,0,0,0,0,2,1,1,0,18,0,0,1,0.4,0.4,0.0,1,0,3,7,42.9,0,13,0,1,0,31.0,FW,3,7,42.9,29,1,1,4,25.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,31.0,FW,7,7,0,0,0,0,0,0,0,0,0,0,3,0,1,31.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,31.0,FW,18,0,2,7,10,3,18,1,0,0.0,1,100.0,13,32,2,0,0,0,7,0,15,1,31.0,FW,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,49
0,16 Players,,,,,990,0,0,0,0,10,3,4,0,612,12,13,12,0.5,0.5,0.3,15,0,419,523,80.1,36,286,15,16,10,,,419,523,80.1,7900,2759,172,193,89.1,190,225,84.4,52,80,65.0,0,0.3,0.9,6,43,3,1,36,,,523,477,43,11,0,1,14,19,3,1,2,0,419,3,13,,,12,8,5,4,3,7,19,36.8,12,12,1,11,13,25,8,0,,,612,54,191,253,172,23,612,16,10,62.5,6,37.5,286,1343,603,15,5,2,10,9,419,36,,,4,0,0,13,11,3,14,13,8,0,0,1,53,6,18,25.0,,,,,,,,,,,,,,,,,,,,,1,50
1,Anthony Caci,19.0,fr FRA,WB,26-091,90,0,0,0,0,0,0,0,0,62,1,3,2,0.0,0.0,0.0,0,0,39,52,75.0,3,19,1,1,0,19.0,WB,39,52,75.0,729,312,16,20,80.0,19,20,95.0,4,8,50.0,0,0.0,0.1,0,3,0,0,3,19.0,WB,52,38,14,1,0,0,1,13,0,0,0,0,39,0,4,19.0,WB,1,0,1,0,0,1,2,50.0,1,2,0,2,3,4,1,0,19.0,WB,62,2,21,20,21,1,62,1,0,0.0,1,100.0,19,78,36,1,0,0,1,0,28,4,19.0,WB,0,0,0,1,0,0,1,3,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,50
2,Anwar El Ghazi,34.0,nl NED,WB,28-150,22,0,0,0,0,1,0,0,0,10,0,0,0,0.1,0.1,0.0,1,0,5,7,71.4,0,7,1,1,1,34.0,WB,5,7,71.4,53,7,4,5,80.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,34.0,WB,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,34.0,WB,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,34.0,WB,10,0,0,2,8,1,10,1,1,100.0,0,0.0,7,73,47,1,0,0,1,0,8,0,34.0,WB,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,50
3,Aymen Barkok,4.0,ma MAR,AM,25-132,22,0,0,0,0,1,0,0,0,21,1,0,0,0.0,0.0,0.0,0,0,15,18,83.3,1,16,0,0,0,4.0,AM,15,18,83.3,248,51,5,6,83.3,8,9,88.9,0,0,,0,0.0,0.0,0,2,0,0,1,4.0,AM,18,18,0,0,0,0,0,0,0,0,0,0,15,0,1,4.0,AM,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0,4.0,AM,21,0,0,9,12,0,21,0,0,,0,,16,92,36,0,0,0,1,0,18,4,4.0,AM,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,50
4,Brajan Gruda,43.0,de GER,AM,19-122,75,0,0,0,0,1,1,1,0,39,0,0,0,0.0,0.0,0.0,3,0,23,33,69.7,5,22,2,7,3,43.0,AM,23,33,69.7,428,154,12,13,92.3,6,10,60.0,5,10,50.0,0,0.0,0.3,1,3,3,1,5,43.0,AM,33,26,7,2,0,0,4,5,0,0,0,0,23,0,0,43.0,AM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,43.0,AM,39,0,2,13,25,0,39,7,3,42.9,4,57.1,22,199,95,2,3,0,0,2,28,4,43.0,AM,1,0,0,1,2,2,4,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,50
5,Danny da Costa,21.0,de GER,WB,30-079,68,0,0,0,0,0,0,0,0,38,0,0,2,0.0,0.0,0.0,1,0,24,35,68.6,2,16,1,0,0,21.0,WB,24,35,68.6,388,113,13,16,81.3,10,16,62.5,1,1,100.0,0,0.0,0.0,1,2,0,0,2,21.0,WB,35,35,0,0,0,0,2,0,0,0,0,0,24,0,1,21.0,WB,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,21.0,WB,38,0,4,16,18,0,38,0,0,,0,,16,54,22,1,0,0,0,1,26,5,21.0,WB,0,0,0,0,0,0,2,0,0,0,0,0,5,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,50
6,Dominik Kohr,31.0,de GER,CM,29-242,68,0,0,0,0,1,0,0,0,44,4,2,0,0.0,0.0,0.0,0,0,37,38,97.4,2,22,1,0,0,31.0,CM,37,38,97.4,723,125,15,15,100.0,18,18,100.0,4,4,100.0,0,0.0,0.0,0,3,0,0,2,31.0,CM,38,38,0,0,0,0,0,0,0,0,0,0,37,0,1,31.0,CM,4,4,1,2,1,2,4,50.0,2,0,0,0,2,6,0,0,31.0,CM,44,2,10,24,11,1,44,0,0,,0,,22,77,28,1,0,0,1,1,37,1,31.0,CM,0,0,0,0,0,0,0,2,4,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,1,50
7,Edimilson Fernandes,20.0,ch SUI,CB,27-168,90,0,0,0,0,1,0,1,0,70,1,2,0,0.1,0.1,0.1,2,0,56,64,87.5,7,33,1,1,1,20.0,CB,56,64,87.5,1182,472,18,19,94.7,30,31,96.8,8,13,61.5,0,0.1,0.1,2,9,0,0,7,20.0,CB,64,56,7,3,0,0,5,1,3,1,2,0,56,1,0,20.0,CB,1,1,1,0,0,0,0,,0,0,0,0,2,3,2,0,20.0,CB,70,7,34,28,8,0,70,1,1,100.0,0,0.0,33,149,91,1,0,0,0,0,47,0,20.0,CB,1,0,0,1,0,0,5,2,1,0,0,0,6,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,50
8,Karim Onisiwo,9.0,at AUT,FW,31-197,83,0,0,0,0,3,2,0,0,33,0,0,2,0.2,0.2,0.0,4,0,16,24,66.7,2,22,2,1,1,9.0,FW,16,24,66.7,213,39,10,11,90.9,4,6,66.7,1,1,100.0,0,0.0,0.0,0,1,0,0,2,9.0,FW,24,20,4,0,0,0,1,0,0,0,0,0,16,0,3,9.0,FW,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,9.0,FW,33,0,1,11,21,8,33,1,1,100.0,0,0.0,22,110,29,2,0,2,3,3,28,8,9.0,FW,0,0,0,1,4,1,1,0,0,0,0,0,0,1,3,25.0,,,,,,,,,,,,,,,,,,,,,1,50
9,Leandro Barreiro Martins,8.0,lu LUX,CM,23-270,90,0,0,0,0,0,0,1,0,55,1,1,0,0.0,0.0,0.0,1,0,43,49,87.8,3,29,1,0,0,8.0,CM,43,49,87.8,737,203,15,18,83.3,23,25,92.0,4,5,80.0,0,0.0,0.0,0,4,0,0,3,8.0,CM,49,48,1,1,0,0,0,0,0,0,0,0,43,0,1,8.0,CM,1,1,0,1,0,0,2,0.0,2,0,0,0,1,2,0,0,8.0,CM,55,0,18,29,8,3,55,0,0,,0,,29,103,42,1,0,0,2,0,43,0,8.0,CM,1,0,0,4,3,0,0,1,1,0,0,0,5,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,50
10,Lee Jae-sung,7.0,kr KOR,AM,31-051,68,0,0,0,0,0,0,0,0,36,2,3,1,0.0,0.0,0.0,1,0,19,27,70.4,2,10,1,2,2,7.0,AM,19,27,70.4,290,84,12,14,85.7,6,8,75.0,1,2,50.0,0,0.0,0.0,0,3,0,0,2,7.0,AM,27,26,0,0,0,0,0,0,0,0,0,0,19,1,2,7.0,AM,2,1,0,1,1,2,4,50.0,2,1,0,1,3,5,0,0,7.0,AM,36,0,6,20,11,2,36,2,2,100.0,0,0.0,10,79,19,1,1,0,1,0,20,3,7.0,AM,0,0,0,1,0,0,0,3,1,0,0,0,6,0,2,0.0,,,,,,,,,,,,,,,,,,,,,1,50
11,Ludovic Ajorque,17.0,fr FRA,AM,29-217,15,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.1,1,0,9,12,75.0,2,5,0,0,0,17.0,AM,9,12,75.0,193,13,4,5,80.0,3,4,75.0,2,2,100.0,0,0.1,0.1,2,1,0,0,2,17.0,AM,12,11,1,1,0,1,0,0,0,0,0,0,9,0,0,17.0,AM,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,17.0,AM,14,0,0,7,7,6,14,0,0,,0,,5,17,11,0,0,0,0,0,9,0,17.0,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,50
12,Marco Richter,10.0,de GER,FW,25-310,7,0,0,0,0,0,0,1,0,7,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,1,4,2,0,0,10.0,FW,3,7,42.9,65,18,1,1,100.0,1,4,25.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,10.0,FW,7,7,0,0,0,0,1,0,0,0,0,0,3,0,0,10.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10.0,FW,7,0,1,2,4,0,7,0,0,,0,,4,46,33,2,1,0,0,0,5,1,10.0,FW,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,50
13,Robin Zentner,27.0,de GER,GK,28-337,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,26,34,76.5,0,15,0,0,0,27.0,GK,26,34,76.5,664,441,6,6,100.0,13,14,92.9,7,13,53.8,0,0.0,0.0,0,0,0,0,0,27.0,GK,34,26,7,1,0,0,0,0,0,0,0,0,26,1,0,27.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,27.0,GK,36,31,36,0,0,0,36,0,0,,0,,15,37,15,0,0,0,0,0,22,0,27.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,3.0,1.0,0.0,2.2,3.0,8.0,37.5,27.0,4.0,25.9,31.8,6.0,16.7,25.7,4.0,2.0,50.0,0.0,10.8,1,50
14,Sepp van den Berg,3.0,nl NED,CB,21-284,90,0,0,0,0,0,0,0,0,67,2,1,4,0.0,0.0,0.0,1,0,45,53,84.9,3,21,1,2,1,3.0,CB,45,53,84.9,807,254,19,20,95.0,20,26,76.9,6,7,85.7,0,0.0,0.0,0,9,0,0,3,3.0,CB,53,52,1,1,0,0,0,0,0,0,0,0,45,0,0,3.0,CB,2,0,2,0,0,1,1,100.0,0,4,1,3,1,3,1,0,3.0,CB,67,4,25,34,9,0,67,2,1,50.0,1,50.0,21,77,41,1,0,0,0,1,39,4,3.0,CB,0,0,0,0,1,0,0,1,0,0,0,1,9,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,50
15,Stefan Bell,16.0,de GER,CB,32-037,90,0,0,0,0,1,0,0,0,60,0,0,0,0.0,0.0,0.0,0,0,47,54,87.0,2,35,0,1,1,16.0,CB,47,54,87.0,943,385,18,18,100.0,23,26,88.5,6,10,60.0,0,0.0,0.0,0,1,0,0,2,16.0,CB,54,53,1,1,0,0,0,0,0,0,0,0,47,0,0,16.0,CB,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,16.0,CB,60,8,33,23,4,1,60,1,1,100.0,0,0.0,35,123,41,0,0,0,0,0,46,1,16.0,CB,0,0,0,2,1,0,0,0,0,0,0,0,4,1,4,20.0,,,,,,,,,,,,,,,,,,,,,1,50
0,16 Players,,,,,990,2,1,0,0,6,3,1,0,752,15,7,16,1.1,1.1,0.9,10,4,552,637,86.7,31,419,17,20,12,,,552,637,86.7,8740,2900,314,339,92.6,203,222,91.4,33,53,62.3,1,0.9,0.8,3,26,4,0,31,,,637,598,38,12,4,1,8,17,1,0,1,0,552,1,12,,,15,8,8,6,1,6,16,37.5,10,16,3,13,7,22,24,1,,,752,57,205,447,107,17,752,20,12,60.0,7,35.0,419,2028,1070,17,12,5,20,5,546,30,,,1,0,0,11,12,1,8,7,8,0,0,0,52,18,6,75.0,,,,,,,,,,,,,,,,,,,,,0,50
1,Adam Hložek,23.0,cz CZE,FW,21-067,12,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,1,0,2,5,40.0,2,4,1,1,1,23.0,FW,2,5,40.0,71,28,0,0,,0,1,0.0,2,2,100.0,0,0.0,0.0,1,0,0,0,2,23.0,FW,5,5,0,0,0,0,0,0,0,0,0,0,2,0,1,23.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,23.0,FW,6,0,0,3,3,2,6,1,1,100.0,0,0.0,4,28,27,1,1,1,0,0,6,0,23.0,FW,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,75.0,,,,,,,,,,,,,,,,,,,,,0,50
2,Amine Adli,21.0,ma MAR,AM,23-143,27,0,1,0,0,1,0,0,0,15,0,0,0,0.0,0.0,0.0,3,1,9,13,69.2,0,9,2,1,1,21.0,AM,9,13,69.2,138,11,5,6,83.3,4,6,66.7,0,0,,1,0.0,0.2,0,0,0,0,0,21.0,AM,13,12,1,0,0,0,2,1,0,0,0,0,9,0,1,21.0,AM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,21.0,AM,15,0,3,5,7,2,15,1,1,100.0,0,0.0,9,62,42,2,1,0,1,0,11,4,21.0,AM,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,50
3,Edmond Tapsoba,12.0,bf BFA,CB,24-240,90,0,0,0,0,0,0,0,0,98,0,1,1,0.0,0.0,0.7,2,1,79,89,88.8,3,57,1,0,0,12.0,CB,79,89,88.8,1307,693,42,43,97.7,32,35,91.4,4,9,44.4,0,0.7,0.2,1,3,1,0,3,12.0,CB,89,81,8,3,1,0,0,0,0,0,0,0,79,0,1,12.0,CB,0,0,0,0,0,0,0,,0,1,1,0,1,1,5,0,12.0,CB,98,16,37,58,3,0,98,0,0,,0,,57,318,192,1,1,0,0,0,70,0,12.0,CB,0,0,0,0,0,0,0,1,0,0,0,0,7,4,1,80.0,,,,,,,,,,,,,,,,,,,,,0,50
4,Exequiel Palacios,25.0,ar ARG,CM,24-360,90,0,0,0,0,0,0,0,0,107,3,0,3,0.0,0.0,0.2,2,1,90,96,93.8,5,56,0,1,1,25.0,CM,90,96,93.8,1257,356,59,63,93.7,28,28,100.0,3,3,100.0,0,0.2,0.0,1,6,0,0,5,25.0,CM,96,91,5,4,0,0,0,0,0,0,0,0,90,0,1,25.0,CM,3,1,1,2,0,1,2,50.0,1,3,0,3,0,3,1,1,25.0,CM,107,1,21,78,9,1,107,1,1,100.0,0,0.0,56,196,93,0,0,0,1,0,85,2,25.0,CM,0,0,0,1,6,0,0,0,1,0,0,0,11,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,50
5,Florian Wirtz,10.0,de GER,AM,20-150,63,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.0,0,0,22,26,84.6,2,18,3,5,4,10.0,AM,22,26,84.6,263,69,15,17,88.2,5,6,83.3,1,1,100.0,0,0.0,0.0,0,0,0,0,2,10.0,AM,26,25,1,0,0,0,0,1,0,0,0,0,22,0,1,10.0,AM,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,1,0,10.0,AM,33,1,3,17,13,1,33,5,4,80.0,1,20.0,18,98,39,3,3,1,2,4,26,4,10.0,AM,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,50
6,Granit Xhaka,34.0,ch SUI,CM,31-003,78,0,0,0,0,0,0,1,0,96,3,1,0,0.0,0.0,0.0,0,0,85,89,95.5,8,59,0,1,1,34.0,CM,85,89,95.5,1245,282,53,55,96.4,31,31,100.0,1,1,100.0,0,0.0,0.1,0,8,1,0,8,34.0,CM,89,89,0,0,0,0,0,0,0,0,0,0,85,0,2,34.0,CM,3,2,2,1,0,1,2,50.0,1,0,0,0,1,4,2,0,34.0,CM,96,1,14,76,6,0,96,1,1,100.0,0,0.0,59,236,95,0,0,0,0,0,88,0,34.0,CM,1,0,0,2,0,0,0,1,2,0,0,0,0,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,50
7,Jeremie Frimpong,30.0,nl NED,WB,22-294,86,0,0,0,0,0,0,0,0,31,1,0,1,0.0,0.0,0.0,0,0,20,27,74.1,0,22,5,1,0,30.0,WB,20,27,74.1,331,12,10,12,83.3,9,11,81.8,1,2,50.0,0,0.0,0.0,0,0,0,0,0,30.0,WB,27,25,2,0,1,0,2,2,0,0,0,0,20,0,1,30.0,WB,1,1,1,0,0,0,2,0.0,2,1,0,1,0,1,0,0,30.0,WB,31,0,3,12,17,4,31,1,0,0.0,0,0.0,22,115,84,5,3,2,2,0,22,5,30.0,WB,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,50
